unConcept	UN/interventions/peacekeeping and security/water sanitation hygiene/creation of temporary water points	wdi	WDI/People_using_at_least_basic_drinking_water_services_(%_of_population)	0.79993373
unConcept	UN/interventions/peacekeeping and security/water sanitation hygiene/creation of temporary water points	wdi	WDI/People_using_at_least_basic_drinking_water_services,_urban_(%_of_urban_population)	0.799226
unConcept	UN/interventions/peacekeeping and security/water sanitation hygiene/creation of temporary water points	wdi	WDI/People_using_at_least_basic_drinking_water_services,_rural_(%_of_rural_population)	0.79744524
unConcept	UN/interventions/peacekeeping and security/water sanitation hygiene/creation of temporary water points	wdi	WDI/People_using_safely_managed_drinking_water_services_(%_of_population)	0.7969349
unConcept	UN/interventions/peacekeeping and security/water sanitation hygiene/creation of temporary water points	wdi	WDI/People_using_safely_managed_drinking_water_services,_urban_(%_of_urban_population)	0.79587185
unConcept	UN/interventions/peacekeeping and security/water sanitation hygiene/creation of temporary water points	mitre12	MITRE12/Percentage of livestock whose main water source is boreholes	0.74427223
unConcept	UN/interventions/peacekeeping and security/water sanitation hygiene/creation of temporary water points	mitre12	MITRE12/Percentage of livestock whose main water source is traditional river wells	0.7371362
unConcept	UN/interventions/peacekeeping and security/water sanitation hygiene/creation of temporary water points	mitre12	MITRE12/Percentage of livestock whose main water source is natural ponds	0.7357459
unConcept	UN/interventions/peacekeeping and security/water sanitation hygiene/creation of temporary water points	mitre12	MITRE12/Percentage of livestock whose main water source is rivers	0.7353614
unConcept	UN/interventions/peacekeeping and security/water sanitation hygiene/creation of temporary water points	mitre12	MITRE12/Percentage of livestock whose main water source is pans & dams	0.7331517
unConcept	UN/interventions/peacekeeping and security/water sanitation hygiene/creation of temporary water points	who	WHO/Risk Factors/Nutrition/Children under 5 years who are wasted	0.6550438
unConcept	UN/interventions/peacekeeping and security/water sanitation hygiene/creation of temporary water points	fao	FAO/events/Value/Access to improved water sources (%)	0.6396372
unConcept	UN/interventions/peacekeeping and security/water sanitation hygiene/creation of temporary water points	who	WHO/Risk Factors/Environmental risk factors/Population using modern fuels for cooking\/heating\/lighting	0.6269949
unConcept	UN/interventions/peacekeeping and security/water sanitation hygiene/creation of temporary water points	who	WHO/Health Systems/Health financing/Externally sourced funding (% of current expenditure on health)	0.6215703
unConcept	UN/interventions/peacekeeping and security/water sanitation hygiene/creation of temporary water points	fao	FAO/events/Value/Share of dietary energy supply derived from cereals, roots and tubers (%) (3-year average)	0.59434116
unConcept	UN/interventions/peacekeeping and security/water sanitation hygiene/creation of temporary water points	who	WHO/Health Systems/Health financing/Current expenditure on health by general government and compulsory schemes (% of current expenditure on health)	0.5935467
unConcept	UN/interventions/peacekeeping and security/water sanitation hygiene/creation of temporary water points	fao	FAO/events/Emissions (CO2eq) (Manure management)/All Animals	0.59295136
unConcept	UN/interventions/peacekeeping and security/water sanitation hygiene/creation of temporary water points	who	WHO/Risk Factors/Noncommunicable diseases/Raised blood pressure among adults	0.59225863
unConcept	UN/interventions/peacekeeping and security/water sanitation hygiene/creation of temporary water points	fao	FAO/events/Direct emissions (CO2eq) (Manure management)/All Animals	0.5916945
unConcept	UN/interventions/peacekeeping and security/water sanitation hygiene/creation of temporary water points	fao	FAO/events/Indirect emissions (CO2eq) (Manure management)/All Animals	0.5914842
unConcept	UN/temporal/month	fao	FAO/events/Value/Average supply of protein of animal origin (g\/capita\/day) (3-year average)	0.09096839
unConcept	UN/temporal/month	fao	FAO/events/Value/Average protein supply (g\/capita\/day) (3-year average)	0.09049518
unConcept	UN/temporal/month	fao	FAO/events/Value/Depth of the food deficit (kcal\/capita\/day) (3-year average)	0.08969708
unConcept	UN/temporal/month	mitre12	MITRE12/Average number of cattle given out as bride price\/gift per household during last 4 weeks per household	0.08826002
unConcept	UN/temporal/month	mitre12	MITRE12/Average number of sheep given out as bride price\/gift per household during last 4 weeks per household	0.0882187
unConcept	UN/temporal/month	mitre12	MITRE12/Average number of poultry given out as bride price\/gift per household during last 4 weeks per household	0.088130586
unConcept	UN/temporal/month	mitre12	MITRE12/Average number of goat given out as bride price\/gift per household during last 4 weeks per household	0.08732761
unConcept	UN/temporal/month	mitre12	MITRE12/Average number of goat died\/slaughtered\/lost per  household during last 4 weeks	0.084283814
unConcept	UN/temporal/month	fao	FAO/events/Value/Per capita food supply variability (kcal\/capita\/day)	0.083123885
unConcept	UN/temporal/month	wdi	WDI/Proportion_of_women_subjected_to_physical_and\/or_sexual_violence_in_the_last_12_months_(%_of_women_age_15-49)	0.075135835
unConcept	UN/temporal/month	fao	FAO/events/Value/Average value of food production (constant I$ per person) (3-year average)	0.07450887
unConcept	UN/temporal/month	wdi	WDI/Average_working_hours_of_children,_working_only,_ages_7-14_(hours_per_week)	0.07007534
unConcept	UN/temporal/month	who	WHO/Health Status/Mortality by age and sex/Adult mortality rate between 15 and 60 years of age	0.06927075
unConcept	UN/temporal/month	wdi	WDI/Average_working_hours_of_children,_working_only,_female,_ages_7-14_(hours_per_week)	0.06901326
unConcept	UN/temporal/month	wdi	WDI/Average_working_hours_of_children,_working_only,_male,_ages_7-14_(hours_per_week)	0.06878823
unConcept	UN/temporal/month	wdi	WDI/Average_working_hours_of_children,_study_and_work,_ages_7-14_(hours_per_week)	0.06824198
unConcept	UN/temporal/month	who	WHO/Risk Factors/Nutrition/Exclusive breastfeeding rate 0-5 months of age	0.06767452
unConcept	UN/temporal/month	who	WHO/Risk Factors/Noncommunicable diseases/Total alcohol per capita (age 15+ years) consumption	0.0651143
unConcept	UN/temporal/month	who	WHO/Health Status/Mortality by cause/Mortality rate from road traffic injuries	0.06361759
unConcept	UN/temporal/month	who	WHO/Health Status/Morbidity/Malaria parasite prevalence among children aged 6-59 months	0.06357242
unConcept	UN/interventions/provision of goods and services/education/provision of provision of non-formal education	wdi	WDI/Unemployment_with_basic_education_(%_of_total_labor_force_with_basic_education)	0.68899184
unConcept	UN/interventions/provision of goods and services/education/provision of provision of non-formal education	who	WHO/Health Systems/Health financing/Current expenditure on health by general government and compulsory schemes (% of current expenditure on health)	0.6873548
unConcept	UN/interventions/provision of goods and services/education/provision of provision of non-formal education	wdi	WDI/Unemployment_with_basic_education,_female_(%_of_female_labor_force_with_basic_education)	0.6855482
unConcept	UN/interventions/provision of goods and services/education/provision of provision of non-formal education	wdi	WDI/Unemployment_with_basic_education,_male_(%_of_male_labor_force_with_basic_education)	0.6854042
unConcept	UN/interventions/provision of goods and services/education/provision of provision of non-formal education	wdi	WDI/Labor_force_with_basic_education_(%_of_total_working-age_population_with_basic_education)	0.67709714
unConcept	UN/interventions/provision of goods and services/education/provision of provision of non-formal education	mitre12	MITRE12/Expenditure on secondary education	0.67401373
unConcept	UN/interventions/provision of goods and services/education/provision of provision of non-formal education	mitre12	MITRE12/Expenditure on primary education	0.6738409
unConcept	UN/interventions/provision of goods and services/education/provision of provision of non-formal education	wdi	WDI/Labor_force_with_basic_education,_female_(%_of_female_working-age_population_with_basic_education)	0.6734536
unConcept	UN/interventions/provision of goods and services/education/provision of provision of non-formal education	mitre12	MITRE12/Current education expenditure, secondary	0.67320246
unConcept	UN/interventions/provision of goods and services/education/provision of provision of non-formal education	mitre12	MITRE12/Expenditure on tertiary education	0.6729137
unConcept	UN/interventions/provision of goods and services/education/provision of provision of non-formal education	mitre12	MITRE12/Current education expenditure, primary	0.67284065
unConcept	UN/interventions/provision of goods and services/education/provision of provision of non-formal education	who	WHO/Health Systems/Health financing/Externally sourced funding (% of current expenditure on health)	0.6543846
unConcept	UN/interventions/provision of goods and services/education/provision of provision of non-formal education	who	WHO/Health Systems/Health financing/Out-of-pocket payment for health (% of current expenditure on health)	0.6479057
unConcept	UN/interventions/provision of goods and services/education/provision of provision of non-formal education	who	WHO/Health Systems/Health financing/Total capital expenditure on health (% current + capital expenditure on health)	0.64077175
unConcept	UN/interventions/provision of goods and services/education/provision of provision of non-formal education	who	WHO/Health Systems/Health workforce/Output training institutions	0.59529215
unConcept	UN/interventions/provision of goods and services/education/provision of provision of non-formal education	fao	FAO/events/Value Local Currency/Agriculture, forestry, fishing, Capital (Central Government)	0.5428128
unConcept	UN/interventions/provision of goods and services/education/provision of provision of non-formal education	fao	FAO/events/Value US$/Agriculture, forestry, fishing, Capital (Central Government)	0.52546406
unConcept	UN/interventions/provision of goods and services/education/provision of provision of non-formal education	fao	FAO/events/Value/Access to improved sanitation facilities (%)	0.5108378
unConcept	UN/interventions/provision of goods and services/education/provision of provision of non-formal education	fao	FAO/events/Value Local Currency/Agriculture, forestry, fishing, Recurrent (Central Government)	0.50887
unConcept	UN/interventions/provision of goods and services/education/provision of provision of non-formal education	fao	FAO/events/Annual growth US$/Agriculture, forestry, fishing (Central Government)	0.5064839
unConcept	UN/entities/human/infrastructure/transportation/transportation_methods	wdi	WDI/Transport_services_(%_of_service_exports,_BoP)	0.7227447
unConcept	UN/entities/human/infrastructure/transportation/transportation_methods	wdi	WDI/Transport_services_(%_of_service_imports,_BoP)	0.7220131
unConcept	UN/entities/human/infrastructure/transportation/transportation_methods	wdi	WDI/Transport_services_(%_of_commercial_service_exports)	0.7207947
unConcept	UN/entities/human/infrastructure/transportation/transportation_methods	wdi	WDI/Transport_services_(%_of_commercial_service_imports)	0.720467
unConcept	UN/entities/human/infrastructure/transportation/transportation_methods	wdi	WDI/Air_transport,_freight_(million_ton-km)	0.7002348
unConcept	UN/entities/human/infrastructure/transportation/transportation_methods	mitre12	MITRE12/Transport services	0.693327
unConcept	UN/entities/human/infrastructure/transportation/transportation_methods	mitre12	MITRE12/Travel services	0.67483217
unConcept	UN/entities/human/infrastructure/transportation/transportation_methods	mitre12	MITRE12/International tourism, receipts for passenger transport items	0.6733566
unConcept	UN/entities/human/infrastructure/transportation/transportation_methods	mitre12	MITRE12/International tourism, expenditures for passenger transport items	0.639774
unConcept	UN/entities/human/infrastructure/transportation/transportation_methods	mitre12	MITRE12/International tourism, receipts for travel items	0.5966464
unConcept	UN/entities/human/infrastructure/transportation/transportation_methods	who	WHO/Risk Factors/Environmental risk factors/Air pollution level in cities	0.5417868
unConcept	UN/entities/human/infrastructure/transportation/transportation_methods	who	WHO/Risk Factors/Environmental risk factors/Population using safely managed sanitation services	0.52752995
unConcept	UN/entities/human/infrastructure/transportation/transportation_methods	who	WHO/Health Status/Mortality by cause/Mortality rate from road traffic injuries	0.5256096
unConcept	UN/entities/human/infrastructure/transportation/transportation_methods	fao	FAO/events/Food aid shipments/Other Non-Cereals	0.5189086
unConcept	UN/entities/human/infrastructure/transportation/transportation_methods	fao	FAO/events/Value US$, 2005 prices/Agriculture, forestry, fishing, Capital (Central Government)	0.50293416
unConcept	UN/entities/human/infrastructure/transportation/transportation_methods	fao	FAO/events/Value US$, 2005 prices/Agriculture, forestry, fishing, Recurrent (Central Government)	0.4919908
unConcept	UN/entities/human/infrastructure/transportation/transportation_methods	fao	FAO/events/Value US$, 2005 prices/Agriculture, forestry, fishing (Central Government)	0.49028993
unConcept	UN/entities/human/infrastructure/transportation/transportation_methods	who	WHO/Health Systems/Health financing/Out-of-pocket payment for health (% of current expenditure on health)	0.48478752
unConcept	UN/entities/human/infrastructure/transportation/transportation_methods	who	WHO/Risk Factors/Nutrition/Children under 5 years who are wasted	0.48115528
unConcept	UN/entities/human/infrastructure/transportation/transportation_methods	fao	FAO/events/Food aid shipments/Non-Cereals	0.47004685
unConcept	UN/interventions/provision of goods and services/health/provision of obstetric and newborn care	who	WHO/Service Coverage/Reproductive, maternal, newborn, child and adolescent/Antenatal care coverage	0.70903444
unConcept	UN/interventions/provision of goods and services/health/provision of obstetric and newborn care	who	WHO/Service Coverage/Reproductive, maternal, newborn, child and adolescent/Postpartum care coverage	0.6930159
unConcept	UN/interventions/provision of goods and services/health/provision of obstetric and newborn care	who	WHO/Health Systems/Health financing/Out-of-pocket payment for health (% of current expenditure on health)	0.67122346
unConcept	UN/interventions/provision of goods and services/health/provision of obstetric and newborn care	who	WHO/Service Coverage/HIV/HIV care coverage	0.6682031
unConcept	UN/interventions/provision of goods and services/health/provision of obstetric and newborn care	who	WHO/Service Coverage/Mental Health/Coverage of services for severe mental health disorders	0.6628056
unConcept	UN/interventions/provision of goods and services/health/provision of obstetric and newborn care	wdi	WDI/Births_attended_by_skilled_health_staff_(%_of_total)	0.6516657
unConcept	UN/interventions/provision of goods and services/health/provision of obstetric and newborn care	wdi	WDI/Risk_of_catastrophic_expenditure_for_surgical_care_(%_of_people_at_risk)	0.64839524
unConcept	UN/interventions/provision of goods and services/health/provision of obstetric and newborn care	wdi	WDI/ARI_treatment_(%_of_children_under_5_taken_to_a_health_provider)	0.6407176
unConcept	UN/interventions/provision of goods and services/health/provision of obstetric and newborn care	mitre12	MITRE12/Pregnant women receiving prenatal care	0.63347554
unConcept	UN/interventions/provision of goods and services/health/provision of obstetric and newborn care	wdi	WDI/Risk_of_impoverishing_expenditure_for_surgical_care_(%_of_people_at_risk)	0.62806004
unConcept	UN/interventions/provision of goods and services/health/provision of obstetric and newborn care	wdi	WDI/Number_of_people_pushed_below_the_$3.10_($_2011_PPP)_poverty_line_by_out-of-pocket_health_care_expenditure	0.6267876
unConcept	UN/interventions/provision of goods and services/health/provision of obstetric and newborn care	mitre12	MITRE12/Domestic private health expenditure	0.59255713
unConcept	UN/interventions/provision of goods and services/health/provision of obstetric and newborn care	mitre12	MITRE12/Current health expenditure	0.5911928
unConcept	UN/interventions/provision of goods and services/health/provision of obstetric and newborn care	mitre12	MITRE12/External health expenditure	0.58940566
unConcept	UN/interventions/provision of goods and services/health/provision of obstetric and newborn care	mitre12	MITRE12/All education staff compensation, primary	0.57892895
unConcept	UN/interventions/provision of goods and services/health/provision of obstetric and newborn care	fao	FAO/events/Value/Access to improved sanitation facilities (%)	0.49088007
unConcept	UN/interventions/provision of goods and services/health/provision of obstetric and newborn care	fao	FAO/events/Value/Prevalence of exclusive breastfeeding among infants (0-5 months)	0.464533
unConcept	UN/interventions/provision of goods and services/health/provision of obstetric and newborn care	fao	FAO/events/Losses from manure treated (N content)/All Animals	0.44799626
unConcept	UN/interventions/provision of goods and services/health/provision of obstetric and newborn care	fao	FAO/events/Direct emissions (CO2eq) (Manure management)/All Animals	0.4452087
unConcept	UN/interventions/provision of goods and services/health/provision of obstetric and newborn care	fao	FAO/events/Emissions (CO2eq) (Manure management)/All Animals	0.44392794
unConcept	UN/interventions/provision of goods and services/health/provision of vector control	wdi	WDI/External_health_expenditure_(%_of_current_health_expenditure)	0.6317184
unConcept	UN/interventions/provision of goods and services/health/provision of vector control	wdi	WDI/Electric_power_transmission_and_distribution_losses_(%_of_output)	0.61464894
unConcept	UN/interventions/provision of goods and services/health/provision of vector control	wdi	WDI/CPIA_property_rights_and_rule-based_governance_rating_(1=low_to_6=high)	0.61059296
unConcept	UN/interventions/provision of goods and services/health/provision of vector control	wdi	WDI/External_health_expenditure_per_capita,_PPP_(current_international_$)	0.6094282
unConcept	UN/interventions/provision of goods and services/health/provision of vector control	wdi	WDI/Time_to_export,_border_compliance_(hours)	0.6055515
unConcept	UN/interventions/provision of goods and services/health/provision of vector control	who	WHO/Health Systems/Health financing/Current expenditure on health by general government and compulsory schemes (% of current expenditure on health)	0.5998843
unConcept	UN/interventions/provision of goods and services/health/provision of vector control	who	WHO/Health Systems/Health workforce/Health worker density and distribution	0.5957836
unConcept	UN/interventions/provision of goods and services/health/provision of vector control	who	WHO/Health Systems/Health workforce/Output training institutions	0.58626604
unConcept	UN/interventions/provision of goods and services/health/provision of vector control	who	WHO/Health Systems/Health financing/Externally sourced funding (% of current expenditure on health)	0.5817926
unConcept	UN/interventions/provision of goods and services/health/provision of vector control	mitre12	MITRE12/Delay in obtaining an electrical connection	0.5633458
unConcept	UN/interventions/provision of goods and services/health/provision of vector control	mitre12	MITRE12/Percentage reporting lack of water as the main forage constraint	0.5608899
unConcept	UN/interventions/provision of goods and services/health/provision of vector control	mitre12	MITRE12/Electric power transmission and distribution losses	0.5599177
unConcept	UN/interventions/provision of goods and services/health/provision of vector control	who	WHO/Health Systems/Health financing/Total current expenditure on health (% of gross domestic product)	0.5558413
unConcept	UN/interventions/provision of goods and services/health/provision of vector control	mitre12	MITRE12/Time required to obtain an operating license	0.55020773
unConcept	UN/interventions/provision of goods and services/health/provision of vector control	mitre12	MITRE12/Cost to export, border compliance	0.5466994
unConcept	UN/interventions/provision of goods and services/health/provision of vector control	fao	FAO/events/Direct emissions (CO2eq) (Manure management)/All Animals	0.5270465
unConcept	UN/interventions/provision of goods and services/health/provision of vector control	fao	FAO/events/Emissions (CO2eq) (Manure management)/All Animals	0.5257657
unConcept	UN/interventions/provision of goods and services/health/provision of vector control	fao	FAO/events/Indirect emissions (CO2eq) (Manure management)/All Animals	0.5254226
unConcept	UN/interventions/provision of goods and services/health/provision of vector control	fao	FAO/events/Import Value/Wood-based panels	0.5238337
unConcept	UN/interventions/provision of goods and services/health/provision of vector control	fao	FAO/events/Losses from manure treated (N content)/All Animals	0.5230713
unConcept	UN/entities/human/financial/economic/import	fao	FAO/events/Import Value/Forest products (export\/import)	0.8520513
unConcept	UN/entities/human/financial/economic/import	fao	FAO/events/Import Value/Sawnwood	0.84493107
unConcept	UN/entities/human/financial/economic/import	fao	FAO/events/Import Quantity/Plywood	0.844865
unConcept	UN/entities/human/financial/economic/import	fao	FAO/events/Import Quantity/Sawnwood	0.8404255
unConcept	UN/entities/human/financial/economic/import	mitre12	MITRE12/Exports as a capacity to import	0.83710295
unConcept	UN/entities/human/financial/economic/import	mitre12	MITRE12/Import Value, Forest products (export\/import)	0.78255874
unConcept	UN/entities/human/financial/economic/import	fao	FAO/events/Export Value/Forest products (export\/import)	0.7552588
unConcept	UN/entities/human/financial/economic/import	mitre12	MITRE12/Export Value, Forest products (export\/import)	0.7361546
unConcept	UN/entities/human/financial/economic/import	mitre12	MITRE12/Import Quantity, Pigmeat	0.7284795
unConcept	UN/entities/human/financial/economic/import	mitre12	MITRE12/Import Quantity, Copra	0.7265239
unConcept	UN/entities/human/financial/economic/import	wdi	WDI/Exports_as_a_capacity_to_import_(constant_LCU)	0.6468087
unConcept	UN/entities/human/financial/economic/import	wdi	WDI/Average_time_to_clear_exports_through_customs_(days)	0.6307867
unConcept	UN/entities/human/financial/economic/import	wdi	WDI/Taxes_on_international_trade_(current_LCU)	0.61174685
unConcept	UN/entities/human/financial/economic/import	wdi	WDI/Taxes_on_international_trade_(%_of_revenue)	0.608629
unConcept	UN/entities/human/financial/economic/import	wdi	WDI/Medium_and_high-tech_exports_(%_manufactured_exports)	0.60734546
unConcept	UN/entities/human/financial/economic/import	who	WHO/Health Systems/Health financing/Total current expenditure on health (% of gross domestic product)	0.3717356
unConcept	UN/entities/human/financial/economic/import	who	WHO/Health Systems/Health workforce/Output training institutions	0.3592047
unConcept	UN/entities/human/financial/economic/import	who	WHO/Health Systems/Access/Availability of essential medicines and commodities	0.35767746
unConcept	UN/entities/human/financial/economic/import	who	WHO/Health Systems/Health financing/Externally sourced funding (% of current expenditure on health)	0.351539
unConcept	UN/entities/human/financial/economic/import	who	WHO/Health Systems/Health financing/Current expenditure on health by general government and compulsory schemes (% of current expenditure on health)	0.33301044
unConcept	UN/interventions/provision of goods and services/food security/provision of provision of livestock feed	fao	FAO/events/Share in total livestock/Major livestock types	0.69146484
unConcept	UN/interventions/provision of goods and services/food security/provision of provision of livestock feed	fao	FAO/events/Density of livestock in the agricultural area/Major livestock types	0.65998286
unConcept	UN/interventions/provision of goods and services/food security/provision of provision of livestock feed	mitre12	MITRE12/Share in total livestock, Major livestock types	0.659679
unConcept	UN/interventions/provision of goods and services/food security/provision of provision of livestock feed	wdi	WDI/Adequacy_of_social_safety_net_programs_(%_of_total_welfare_of_beneficiary_households)	0.65608805
unConcept	UN/interventions/provision of goods and services/food security/provision of provision of livestock feed	fao	FAO/events/Share in total livestock/Cattle	0.6444666
unConcept	UN/interventions/provision of goods and services/food security/provision of provision of livestock feed	wdi	WDI/Coverage_of_social_safety_net_programs_(%_of_population)	0.6409669
unConcept	UN/interventions/provision of goods and services/food security/provision of provision of livestock feed	wdi	WDI/Coverage_of_social_safety_net_programs_in_poorest_quintile_(%_of_population)	0.6393114
unConcept	UN/interventions/provision of goods and services/food security/provision of provision of livestock feed	wdi	WDI/Adequacy_of_social_protection_and_labor_programs_(%_of_total_welfare_of_beneficiary_households)	0.6389685
unConcept	UN/interventions/provision of goods and services/food security/provision of provision of livestock feed	wdi	WDI/Coverage_of_social_safety_net_programs_in_4th_quintile_(%_of_population)	0.6389189
unConcept	UN/interventions/provision of goods and services/food security/provision of provision of livestock feed	mitre12	MITRE12/Density of livestock in the agricultural area, Major livestock types	0.6316813
unConcept	UN/interventions/provision of goods and services/food security/provision of provision of livestock feed	mitre12	MITRE12/Percentage of livestock whose main water source is springs	0.62657666
unConcept	UN/interventions/provision of goods and services/food security/provision of provision of livestock feed	who	WHO/Health Systems/Health financing/Current expenditure on health by general government and compulsory schemes (% of current expenditure on health)	0.62401015
unConcept	UN/interventions/provision of goods and services/food security/provision of provision of livestock feed	mitre12	MITRE12/Percentage of livestock pasture in fair condition	0.61886567
unConcept	UN/interventions/provision of goods and services/food security/provision of provision of livestock feed	fao	FAO/events/Manure applied to soils that volatilises (N content)/Cattle, dairy	0.6185761
unConcept	UN/interventions/provision of goods and services/food security/provision of provision of livestock feed	mitre12	MITRE12/Percentage of livestock pasture in poor condition	0.61824757
unConcept	UN/interventions/provision of goods and services/food security/provision of provision of livestock feed	fao	FAO/events/Manure applied to soils (N content)/Cattle, dairy	0.6162257
unConcept	UN/interventions/provision of goods and services/food security/provision of provision of livestock feed	who	WHO/Health Systems/Health financing/Externally sourced funding (% of current expenditure on health)	0.6117821
unConcept	UN/interventions/provision of goods and services/food security/provision of provision of livestock feed	who	WHO/Health Systems/Health financing/Out-of-pocket payment for health (% of current expenditure on health)	0.59653795
