13	4c0f8df3-f044-4fc8-a483-92d6f29da622	interventions/institutional_support/capacity_building_of_national_authorities_on_human_rights	0.778	leaders who take power by force	1	N	N	NEW NODE:  entity/person_and_group/leadership	access/infrastructure_access/electrical	0.72	power	0				Mihai	cwms	He said it did not contradict African Union policy of no recognition for leaders who take power by force, since both men were taking measures to ensure free and transparent elections.
14	1ca0b87e-fc2f-4edf-9c41-9fbd8d2a9a8b	economic_and_commerce/economic_activity/market/demand	0.857	Below-average demand for labor	0	N	Y	economic_and_commerce/economic_activity/market/demand	economic_and_commerce/economic_activity/market/revenue/farmer_income	0.802	less income from wage labor for agricultural laborers	0				Mihai	eidos	Below-average demand for labor is also likely to lead to less income from wage labor for agricultural laborers .
15	0b9dae50-e0f5-42ae-86c7-d42e6e38d598	economic_and_commerce/economic_activity/cross_border_trade/import/food_import	0.855	lower imports	0	N	Y	economic_and_commerce/economic_activity/cross_border_trade/import/food_import	economic_and_commerce/economic_activity/cross_border_trade/import/food_import	0.834	imports	0				Mihai	sofia	In Senegal , prices of sorghum and maize remained relatively stable in July and around their year-earlier levels mainly reflecting significant volume of imports , while those of millet generally increased and were higher than in July last year due to the reduced output in 2016 and lower imports .
16	a6ffad15-9bc2-4088-8882-fad8920be7f2	crisis_and_disaster/environmental_disasters/natural_disaster/drought	0.749	the drought	0	N	Y	crisis_and_disaster/environmental_disasters/natural_disaster/drought	interventions/provision_of_goods_and_services/food_for_work	0.798	their own food needs	1				Mihai	sofia	" The ability of the drought affected population to meet their own food needs is very , very limited , " World Food Programme ( WFP ) chief for Ethiopia John Aylieff said in Addis Ababa .
17	b29fab86-3ae4-440a-b399-45de0c693b51	trend	0.705	this increase	0	N	Y (?)	trend	access/infrastructure_access/road_access	0.989	greater access	0				Mihai	hume	KIs reported that this increase may be partly due to greater access to food, which may have increased household resources to spend on purchasing cattle.
18	b66fc323-432e-49e7-91ad-bde2023a65aa	crisis_and_disaster/economic/economic_crisis	0.743	to the current financial crisis, Brown	0	N	Y	crisis_and_disaster/economic/economic_crisis	interventions/information_services/food_security_or_famine_early_warning_system	0.737	which is slowing down at present due to the current financial crisis, Brown said	1				Mihai	cwms	UK will do every thing possible toward boosting trade exchange among the African nations, which is slowing down at present due to the current financial crisis, Brown said.
19	658e43d9-a331-411d-a67b-326462e32ba2	interventions/provision_of_goods_and_services/public_information_campaigns_on_explosive_hazards	0.711	other security threats which are making access extremely dangerous	1	N	N	social_and_political/threat/physical_insecurity	access/market_access	0.761	access	0				Mihai	cwms	Edwards cited aid agencies inside Somalia as saying they remain concerned about landmines and other security threats which are making access extremely dangerous.
20	bc9c4706-8ba8-4794-be88-e38c194df89f	social_and_political/conflict/attack	0.926	their defeat in the battle field	0	N	Y	social_and_political/conflict/attack	social_and_political/conflict/war	0.947	for means to destabilize the country in response to their defeat in the battle field	0				Mihai	cwms	These groups that were beneficiaries of the system during the times of the military rule have been searching for means to destabilize the country in response to their defeat in the battle field and the subsequent loss of political power.
21	2a0d96d2-831b-41be-9413-f7a354a4efa9	crisis_and_disaster/famine	0.832	acute food	0	N	Y	crisis_and_disaster/famine	economic_and_commerce/economic_activity/livelihood	1	livelihoods	0				Mihai	eidos	Prepare for and respond to other humanitarian shocks - natural disasters , conflict restore livelihoods reduce morbidity due to drought and acute food .
22	ec3eb584-f505-4ea1-ab71-08fc57b2d15c	interventions/construction_of_infrastructure/building_long_term_roads	0.753	bodies that are trying to sabotage the peace building process that we are embarking on	1	N	N	???	interventions/institutional_support/capacity_building_of_national_authorities_on_human_rights	0.735	to sabotage the peace building process that we are embarking on	1				Mihai	cwms	"Eight ethnic Oromos and three Amharas were killed in the Buno Bedele zone of the Oromia region in violence perpetrated by bodies that are trying to sabotage the peace building process that we are embarking on, " Addis Arega, spokesman of the Oromia region, said in a Facebook post.
23	89f2c9f4-a7f7-492b-8e21-2c58ff6a1cd6	interventions/provision_of_goods_and_services/food_for_work	0.85	Koicas Suh said his team is looking into a project that can bring an educational radio program to the Addis Abba area within this year	1	N	N	Whole sentence extracted	social_and_political/educational/education	0.805	an educational radio program	0				Mihai	cwms	Koicas Suh said his team is looking into a project that can bring an educational radio program to the Addis Abba area within this year.
24	13cfd655-93aa-4c4c-982b-2c11e39162d3	access/infrastructure_access/road_access	0.719	their way to Calais because they want to reach Britain, and make regular attempts to sneak aboard trucks or trains	0	N	N	???	health_and_life/basic_needs	0.792	most migrants in the camp have made their way to Calais because they want to reach Britain, and make regular attempts to sneak aboard trucks or trains	0				Mihai	cwms	But most migrants in the camp have made their way to Calais because they want to reach Britain, and make regular attempts to sneak aboard trucks or trains bound for the UK.
25	f1926e1e-e450-4f50-b594-f823b8692a32	social_and_political/government/regulation	0.765	strategy	0	N	Y	social_and_political/government/regulation	interventions	0.862	policy	1				Mihai	hume	Uganda s draft climate change policy is supported by an implementation strategy that costs $258 million per year compared with current public spending in the region of $25 million per year.
26	593b155a-c463-4bb5-b78a-353d369f5ef0	interventions/provision_of_goods_and_services/cash_for_work	0.779	compel people to give money	1	N	N	???	interventions/provision_of_goods_and_services/cash_for_work	0.806	people to give money	1				Mihai	cwms	It's very hard to go and take a picture of a field of crops that's dying and compel people to give money, " said Cabot Venton, an independent consultant who has worked extensively with aid agencies in Ethiopia.
27	b62e620f-6daa-4463-802d-73f703b1c0f6	health_and_life/basic_needs	0.807	the basic poverty reducing factors	0	N	Y	health_and_life/basic_needs	economic_and_commerce/poverty	0.884	poverty reducing	0				Mihai	cwms	1 The framework suggests that, households resource endowments are the basic poverty reducing factors.
28	96595ec8-8235-408f-ba9a-b02954a3e274	interventions/provision_of_goods_and_services/point_of_use_water_treatment_at_household_level	0.774	respondents further believe that these activities are degrading the lake water quality	1	N	Y	interventions/provision_of_goods_and_services/point_of_use_water_treatment_at_household_level	access/water_access	0.755	water volume	0				Mihai	eidos	The respondents further believe that these activities are degrading the lake water quality , shrinking its water volume and decreasing its fish population .
29	ddb81cb7-a41a-4549-bbfc-ab6d2edb4f26	crisis_and_disaster/environmental_disasters/natural_disaster	1	Natural disaster	0	N	Y	crisis_and_disaster/environmental_disasters/natural_disaster	social_and_political/conflict	0.836	emerging conflict	0				Mihai	eidos	Natural disaster is also another cause in addition to emerging conflict , shootings , tribal conflicts , police conflicts , boarder conflicts and all that .
30	1960520f-67d8-4de4-9367-e4779653516a	movement/evacuate_humanitarian_workers	0.901	technical assistance	0	N	N	NEW NODEs:  {interventions/teaching,_training_and_public_awareness/technical_assistance_to_miners, interventions/provision_of_goods_and_services/technical_assistance_to_miners}	trend	0.807	the increment	0				Mihai	hume	The expert attributed the increment to technical assistance provided to miners and legalization of the activities of gold miners, among others.
31	984f625c-171f-4aa9-a7fc-42f31cb75a45	crisis_and_disaster/environmental_disasters/natural_disaster/drought	0.852	Drought Tolerant Maize for Africa (DTMA) Project	0	N	N	{entity/government_entity, entity/government_program}	interventions/information_services/food_security_or_famine_early_warning_system	0.75	stronger food system in 13 countries in sub-Saharan Africa	1				Mihai	eidos	The Drought Tolerant Maize for Africa ( DTMA ) Project has contributed to a stronger food system in 13 countries in sub-Saharan Africa , through more than 200 improved maize varieties to help farmers cope with climate change and low-fertility soils through collaboration .
32	354c053c-40dd-4b49-8567-04789dc009b6	trend	0.728	Affected population and affected GDP	0	N	N	???	social_and_political/population_group/population_density	0.717	population	0				Mihai	cwms	Affected population and affected GDP.
33	8856b38b-c075-4484-931c-d4db983cc281	crisis_and_disaster/environmental_disasters/natural_disaster/flooding	0.885	flood	0	N	Y	crisis_and_disaster/environmental_disasters/natural_disaster/flooding	wm/concept/time/temporal/crop_season	0.709	the little harvest	0				Mihai	sofia	and flood affected the little harvest is finished people are relying on market and wild .
34	97207910-4639-446c-a8e9-f30b2b035d18	environmental/natural_resources/fossil_fuels	0.71	cheap natural gas from fracking	0	N	Y	environmental/natural_resources/fossil_fuels	economic_and_commerce/economic_activity/cross_border_trade/export	1	US manufacturing exports	0				Mihai	eidos	According to a study by researchers at the London School of Economics , cheap natural gas from fracking has boosted US manufacturing exports by around 10 percent .
35	ba80e214-1fca-4a1a-b48a-58ebb6ed0ac2	social_and_political/conflict/war	0.947	troops in Somalia helping the government battle	0	N	Y	social_and_political/conflict/war	social_and_political/government/regulation	0.771	the government	0				Mihai	cwms	Ethiopia, Kenya and the African Union all have troops in Somalia helping the government battle the militants.
36	76ab5d3c-8f90-47f9-b56a-356dd6cf87ce	interventions/provision_of_goods_and_services/food_for_training	0.801	Implementing Partners Nutrition, Local Food Procurement	1	N	Y	interventions/provision_of_goods_and_services/food_for_training	food_security/food_availability	0.818	Partners Nutrition, Local Food Procurement	0				Mihai	cwms	Implementing Partners Nutrition, Local Food Procurement, and
37	a97efb03-680b-406c-a0c1-b335c0e99f67	social_and_political/conflict/demonstrate	0.776	protests	0	N	Y	social_and_political/conflict/demonstrate	social_and_political/political/political_instability	0.781	regime	0				Mihai	eidos	Since anti-government protests began in November 2015 , the protests were snowballing , practically forcing the regime to struggle for control .
38	94c7a62c-b31c-4cb9-911d-967c1ec49b31	social_and_political/government	0.736	Ethiopian government	0	N	Y	social_and_political/government	health_and_life/living_condition	1	refugees to live	0				Mihai	eidos	`` This change in policy is a result of our work with the Ethiopian government , which was focused on enabling these refugees to live outside the camp settings .
39	08146707-58f0-47f1-8f81-2943220fe4dd	interventions/provision_of_goods_and_services/food_for_work	0.804	having the PSNP and OFSP/HABP increases food security by 1.505 months;	1	N	Y (?)	interventions/provision_of_goods_and_services/food_for_work	food_security/food_availability	0.838	food security	0				Mihai	cwms	Relative to having no program benefits, having the PSNP and OFSP/HABP increases food security by 1.505 months; for households receiving the PSNP, the OFSP/HABP provides an increase in food security of 0.818 months.
40	a9321aab-0900-47c4-a19a-f9139dcfb1ca	economic_and_commerce/economic_activity/cross_border_trade/import/food_import	0.718	of imports	0	N	Y	economic_and_commerce/economic_activity/cross_border_trade/import/food_import	economic_and_commerce/economic_activity/market/demand/food_demand	0.754	mainly reflecting improved market supplies as a result of imports.	0				Mihai	cwms	By contrast, in Costa Rica, prices of red and black beans declined mainly reflecting improved market supplies as a result of imports.
41	8e6192b5-d82c-43a0-9aa1-73567749156f	trend	0.807	reduction	0	N	Y (?)	trend	trend	0.705	the downward trend	0				Mihai	hume	The declining trend in cattle number per household in the present study and its significant correlation with variation in the long and short rains in the preceding year, suggest that reduction in the rainfall amount and widening rainfall variation drive the downward trend in cattle number in southern Ethiopia.
42	1caeaff5-4acd-4cd7-8a91-52cf727ec250	economic_and_commerce/economic_activity/market/supply/food_supply	0.829	increase of domestic supplies	0	N	Y	economic_and_commerce/economic_activity/market/supply/food_supply	food_security/food_utilization	0.71	Ethiopian per capita sugar consumption	0				Mihai	eidos	The increase of domestic supplies will also lead to a significant increase in Ethiopian per capita sugar consumption , which is among the lowest in the world .
43	d405f4e3-701d-4101-954e-846f2960a798	health_and_life/nutrition/food_intake	1	food prices	0	N	N	economic_and_commerce/economic_activity/market/price_or_cost/food_price	health_and_life/basic_needs	0.739	3.8 million Kenyans, a tenth of the population, need emergency aid, Oxfam said	0				Mihai	eidos	Some 3.8 million Kenyans , a tenth of the population , need emergency aid , Oxfam said , partly because food prices have risen to 180 percent above average .
44	ac76a354-b635-423f-8e13-9df221d2cd8f	health_and_life/basic_needs	0.738	help	0	N	N		social_and_political/political/corruption	0.711	such conspiracy	0				Mihai	hume	However, it went wrong and backfired on both enemies as Ethiopia was able to take the advantage to seriously formulate robust economic and security policies that help to halt such conspiracy.
45	46e06df5-27ec-431e-84e1-cdab9e05364f	environmental/meteorologic/precipitation/rainfall	0.977	current erratic rains	0	N	Y	environmental/meteorologic/precipitation/rainfall	agriculture/livestock_production	1	production	0				Mihai	hume	As detailed information on flooding is not available, the impact of current erratic rains on crop production may have been underestimated.
46	035cd9db-50a4-49b6-8279-5d05db96337b	interventions/provision_of_goods_and_services/food_for_work	0.721	of growth that improves the quality of life for everyone	1	N	N		interventions/provision_of_goods_and_services/food_for_work	0.721	the quality of life for everyone	1				Mihai	cwms	UNDP partners with people at all levels of society to help build nations that can withstand crisis, and drive and sustain the kind of growth that improves the quality of life for everyone.
47	7e1d6149-facd-427f-8370-3bd3f70b5a58	social_and_political/political/sanction	0.756	any decision	0	N	Y	social_and_political/political/sanction	crisis_and_disaster/environmental_disasters	0.84	irreparable damage	0				Mihai	hume	They further strongly urged that Sudan refrain from any action to shut down the oil pipeline used to transport South Sudanese oil to Port Sudan, bearing in mind that any decision to do so threatens to cause irreparable damage to the integrity of the pipeline and adversely affect the economies of both states.(PNA/Xinhua)
48	df204237-ac1b-42ff-9584-953fea14e89f	economic_and_commerce/economic_activity/cross_border_trade/export	0.97	attractive exports	0	N	Y	economic_and_commerce/economic_activity/cross_border_trade/export	trend	0.776	massive growth	0				Mihai	hume	African emerging markets have experienced massive growth fuelled by attractive exports and improved business atmosphere and global businesses are exploiting the opportunities in these markets.
49	9fb5b04b-70fd-4d63-b79f-e94449552789	economic_and_commerce/economic_activity/competition	0.782	to fierce competition and massive capitalization	0	N	Y	economic_and_commerce/economic_activity/competition	economic_and_commerce/economic_activity/competition	0.711	fading away due to fierce competition and massive capitalization	0				Mihai	cwms	In general, the heyday for shareholders in the banking industry splashing with mouth-watering dividends per share, have been fading away due to fierce competition and massive capitalization.
50	e33fb4ee-596c-4c92-92a8-d659406c64ef	interventions/provision_of_goods_and_services/point_of_use_water_treatment_at_household_level	0.804	by all kinds of factors	1	N	N		interventions/provision_of_goods_and_services/newborn_and_childhood_essential_health_care_services	0.721	Our state of health and longevity	1	N	N		Mihai	cwms	Our state of health and longevity is affected by all kinds of factors, including a few we have no control on.
51	08fde948-a504-4e56-a403-4e6465a7b8d3	health_and_life/basic_needs	0.749	recent years , the world has been asked	0				economic_and_commerce/economic_activity/currency	0.741	money	0	N	Y	economic_and_commerce/economic_activity/currency	Mihai	eidos	In recent years , the world has been asked to raise money for the Pakistan floods and the Japanese earthquake and tsunami .
52	415d14a8-2fdc-4822-83c1-f79629cdd581	social_and_political/conflict/tension	0.828	dismissed such fears of a potential instability	0				social_and_political/threat/physical_insecurity	0.819	such fears of a potential instability	0	N	Y	social_and_political/threat/physical_insecurity	Mihai	cwms	With the death of Meles at a hospital in Belgium on Monday evening, the question of a peaceful succession has been raised but which the government in Addis Ababa has dismissed such fears of a potential instability as unfounded.
53	9bf63baa-2626-417c-a771-d7ba71c4686c	social_and_political/threat/physical_insecurity	0.819	insecurity	0				economic_and_commerce/economic_activity/market/supply/food_supply	0.796	livelihood activities, and normal supply chains and routes to markets	0	N	Y	economic_and_commerce/economic_activity/market/supply/food_supply	Mihai	cwms	Despite some recent improvements, insecurity continues to disrupt livelihood activities, and normal supply chains and routes to markets.
54	8e6192b5-d82c-43a0-9aa1-73567749156f	trend	0.807	a decline	0				trend	0.705	reduced	0	N	Y (?)	trend	Mihai	hume	the 2017 crop is expected to be sharply reduced due to a decline in plantings and adverse weather throughout the growing season.
55	8bf4d956-2a16-4bce-931a-d8f2c07abae1	social_and_political/government/regulation	0.716	the government	0				social_and_political/government/tax_duty	0.757	windfalls that the government should have taxed	0	N	Y	social_and_political/government/tax_duty	Mihai	cwms	The companies have gained more than 150 million Br in windfalls that the government should have taxed, the study claims.
56	36a03544-2a02-4e91-a0be-d6d5fa6bb4f5	interventions/provision_of_goods_and_services/point_of_use_water_treatment_at_household_level	0.704	nitrogen and phosphorous which are considered to be the main nutrients	1				crisis_and_disaster/environmental_disasters/crop_failure	0.857	crop production in the area	0	N	Y	crisis_and_disaster/environmental_disasters/crop_failure	Mihai	eidos	Nutrient depletion in the model focuses on nitrogen and phosphorous which are considered to be the main nutrients limiting crop production in the area .
57	e0b9199e-f259-45c5-a378-92aa3169ff09	environmental/meteorologic/weather	0.756	they give us rain	0				health_and_life/basic_needs	0.754	We were told by government that we should preserve the forest and trees, because they give us rain	0	N	Y (?)	health_and_life/basic_needs	Mihai	cwms	"We were told by government that we should preserve the forest and trees, because they give us rain.
58	5e931595-c6a8-4c31-80e5-e954153c7983	economic_and_commerce/economic_activity/market/labor_market	0.784	school absenteeism by about 25 percent at a cost of about $ 3 million a year , in addition to drugs donated by pharmaceutical firms , Evidence Action said	0				social_and_political/educational/education	0.897	school absenteeism	0	N	Y	social_and_political/educational/education	Mihai	eidos	The Kenyan program has helped cut school absenteeism by about 25 percent at a cost of about $ 3 million a year , in addition to drugs donated by pharmaceutical firms , Evidence Action said .
59	ffa3875d-fb00-4240-a3cf-2ae4f551b638	social_and_political/conflict/tension	0.764	are sowing the seeds of conflict and instability for years to come	0				social_and_political/political/political_instability	0.725	the seeds of conflict and instability	0	N	Y	social_and_political/political/political_instability	Mihai	cwms	Massive displacement, pervasive food insecurity, and ongoing human rights abuse are sowing the seeds of conflict and instability for years to come he said.
60	c84bd21c-29fa-40db-b1e6-228374ebd049	interventions/provision_of_goods_and_services/public_information_campaigns_on_explosive_hazards	0.705	the interest of victims of natural and man-made disasters, including Climate Change	1				environmental/climate_change_mitigation	0.719	Climate Change	0	N	Y	environmental/climate_change_mitigation	Mihai	cwms	Dr. Ping said the African Union has always had a good working relationship with the Red Cross and will continue working to build close cooperation ties, to the mutual satisfaction of both organisations and in the interest of victims of natural and man-made disasters, including Climate Change.
61	89f2c9f4-a7f7-492b-8e21-2c58ff6a1cd6	interventions/provision_of_goods_and_services/food_for_work	0.85	a lot of good things including education	1				social_and_political/educational/education	0.805	education	0	N	Y	social_and_political/educational/education	Mihai	cwms	"President Kikwete's leadership has done a lot of good things including education, that is why I believe that management of the Power Africa plan in this country will go well," he said.
62	a68f0e2d-50c2-42e2-b512-6f8ca4ce6386	crisis_and_disaster/environmental_disasters/crop_failure	0.777	harvest	0				trend	0.809	the decline	0	N	Y (?)	trend	Mihai	hume	While the decline was seasonal due to ongoing June-to-July harvest in the destination markets of Uganda, the unusual steep fall in exports was brought about by expectations of a 30 to 50 percent below-average bean harvest in Rwanda during the March-to-May (Season B) resulting from rainfall shortages.
63	593b155a-c463-4bb5-b78a-353d369f5ef0	interventions/provision_of_goods_and_services/cash_for_work	0.779	Work around Addis Ababa and Kampala was easier because the infrastructure surrounding the capitol is well developed.	1				interventions/provision_of_goods_and_services/cash_for_work	0.806	Work around Addis Ababa and Kampala was easier because the infrastructure surrounding the capitol is well developed.	1	N	N		Mihai	cwms	Work around Addis Ababa and Kampala was easier because the infrastructure surrounding the capitol is well developed.
64	65f1c1c7-6d86-4504-9962-147fc1e70aa1	social_and_political/conflict/demonstrate	0.728	Ethnic clashes	0				social_and_political/conflict/demonstrate	0.872	civil unrest	0	N	Y	social_and_political/conflict/demonstrate	Mihai	hume	Ethnic clashes and cattle raids continue to cause civil unrest in Lakes, Warrap and Unity states, involving the SPLA, SPLA-IO and armed groups.
65	aeddec03-cc4a-499b-9aa9-671eca413e1e	economic_and_commerce/economic_activity	0.783	investment	0				trend	1	a growth	0	N	Y (?)	trend	Mihai	hume	Once famine-plagued Ethiopia, run by former rebels since they overthrew a socialist military junta in 1991, is seeking investment to support a growth rate that is expected to fall to 7.5 percent this year from 9.7 percent last year.
66	566d4a2e-5486-46f6-8884-094eea6389ff	social_and_political/government/regulation	0.754	policy reforms	0				economic_and_commerce/economic_activity/development	0.759	usher in a new era of agricultural growth and performance in Ethiopia	0	N	Y	economic_and_commerce/economic_activity/development	Mihai	eidos	`` We discussed some very specific policy reforms that the prime minister has taken leadership on , with respect to the seed sector , with respect to marketing systems , and with respect to prioritizing pastoralism and pastoral communities and making water more available to farmers , and we believe those policy reforms will help usher in a new era of agricultural growth and performance in Ethiopia , '' he said .
67	9fc34a8d-239a-4df9-89d9-ac50e9cfd8bf	wm/concept/time/temporal/crop_season	0.709	harvest	0				economic_and_commerce/economic_activity/market/supply/food_supply	0.848	market supplies	0	N	Y	economic_and_commerce/economic_activity/market/supply/food_supply	Mihai	cwms	United Republic of Tanzania | Maize Prices of maize declined in May but still at exceptionally high levels Prices of maize declined in most monitored markets in May as green crops from the 2017 msimu harvest increased market supplies.
68	58aa7c3d-9c3b-40ad-9901-9c75ebaecffb	environmental/environment	0.809	Ģ Restoring the severely damaged environment	0				environmental/environment	0.807	the severely damaged environment	0	N	Y	environmental/environment	Mihai	cwms	Ģ Restoring the severely damaged environment.
69	726d1bc2-65ff-4d4d-9bed-fdb4438c0ca1	social_and_political/political/sanction	0.79	any intervention	0				access/infrastructure_access/road_access	0.989	access	0	N	N		Mihai	hume	Finally, any intervention to improve access to basic social services needs to take into considerations the gender relations and women s position.
70	6b480cc0-00a9-4822-bd66-6c80ce229eb9	wm/concept/time/temporal/crop_season	0.709	the harvest of the first	0				crisis_and_disaster/environmental_disasters/crop_failure	0.902	crop	0	N	N		Mihai	cwms	The increase occurred in spite of the fact that the harvest of the first season crop, representing around 30 percent of the total annual output, is ongoing.
71	f0d91f11-9c48-4e13-b1b0-4c0e46457f9b	access/infrastructure_access/road_access	0.989	planned two-lane road connecting two regions , Oromia and the Southern Nations , Nationalities and Peoples ( SNNPR ) region , is expected	0				agriculture/crop_production	1	agricultural yields of cash crops like coffee and fruits	0	N	Y	agriculture/crop_production	Mihai	eidos	The planned two-lane road connecting two regions , Oromia and the Southern Nations , Nationalities and Peoples ( SNNPR ) region , is expected to improve the agricultural yields of cash crops like coffee and fruits .
72	27647e32-1afb-4224-9f94-8a7ae211d944	crisis_and_disaster/environmental_disasters/insect_infestation	0.906	Insect damage	0				health_and_life/nutrition/food_diversity	0.74	the nutritional quality of the grain	0	N	N		Mihai	cwms	Insect damage reduces the nutritional quality of the grain, while grains affected by moulds such as aflatoxins can make consumers very ill (Wagacha and Muthomi, 2008).
73	4fc5e8cf-7dce-486e-acb2-bcb2c5513875	economic_and_commerce/economic_activity/development	0.769	promote Africa's development	0				economic_and_commerce/economic_activity/development	0.817	Africa's development	0	N	Y	economic_and_commerce/economic_activity/development	Mihai	cwms	During their meeting, Kuang said he was glad to be the first Chinese envoy to UNECA, and that China counts on UNECA for fresh ideas on how to best promote Africa's development.
74	42dc4a06-c93d-43ba-a9a3-a178aa8206d3	access/market_access	0.786	open new markets for enterprises in Fuzhou	0				access/market_access	0.8	new markets	0	N	Y	access/market_access	Mihai	cwms	China's Belt and Road Initiative is expected to bring more opportunities and open new markets for enterprises in Fuzhou.
75	3e7b75d5-bf87-46c4-935f-ff0f082994ae	health_and_life/basic_needs	0.727	newer drought-related needs in southern and southeastern parts of the country	0				interventions/provision_of_goods_and_services/legal_aid_for_displaced_persons	0.765	8.5 million people will require humanitarian assistance in Ethiopia through December	1	N	Y (?)	interventions/provision_of_goods_and_services/legal_aid_for_displaced_persons	Mihai	eidos	In August 2017 , the GoE estimated that 8.5 million people will require humanitarian assistance in Ethiopia through December , primarily due to newer drought-related needs in southern and southeastern parts of the country .
76	e10f576b-255b-4f02-a2dd-a743ee6da946	health_and_life/birth	0.707	birth	0				health_and_life/death	0.883	death	0	N	Y	health_and_life/death	Mihai	hume	Complications during child birth are the leading cause of death for girls in Africa and South Asia where child marriage is most common.
